time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2006-04-25T17:34:37.070Z,35.048,-4.031,0,4.2,m,30,266.9,,,us,usp000efgt,2014-11-07T01:28:55.040Z,"18 km WSW of Bni Bouayach, Morocco",earthquake,,,,,reviewed,mdd,mdd
2006-04-23T05:31:34.790Z,43.74,-9.077,0,4.2,mb,214,128.1,,,us,usp000efaf,2014-11-07T01:28:54.038Z,"51 km NNW of Malpica, Spain",earthquake,,,,7,reviewed,mdd,us
2006-04-12T00:04:45.150Z,36.508,4.616,0,4.1,m,20,285.4,,,us,usp000ee89,2014-11-07T01:28:46.926Z,"7 km SW of Seddouk, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-04-08T23:05:39.500Z,36.812,-6.893,42,4.4,m,63,109.1,,,us,usp000edzd,2014-11-07T01:28:44.553Z,"36 km S of Mazagón, Spain",earthquake,,,,,reviewed,mdd,mdd
2006-04-02T06:44:31.820Z,34.893,3.807,10,5.1,mwc,220,42.4,,1.27,us,usp000edgt,2022-05-02T15:28:49.322Z,"29 km E of Dar Chioukh, Algeria",earthquake,,,,,reviewed,us,hrv
2006-03-26T18:38:10.450Z,36.569,5.566,10,4.1,m,33,252.4,,0.76,us,usp000ed0m,2014-11-07T01:28:35.857Z,"northern Algeria",earthquake,,,,,reviewed,us,mdd
2006-03-26T11:26:32.160Z,36.687,5.28,0,4,m,20,250,,,us,usp000ed02,2014-11-07T01:28:35.787Z,"19 km ESE of Bejaïa, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-03-22T07:47:06.570Z,36.928,5.389,0,4,m,13,254.7,,,us,usp000ecpk,2014-11-07T01:28:34.210Z,"33 km NE of Bejaïa, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-03-21T23:42:01.490Z,36.93,5.377,0,4.1,m,30,254.6,,,us,usp000ecp1,2014-11-07T01:28:34.151Z,"32 km NE of Bejaïa, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-03-20T23:22:32.410Z,37.214,5.226,0,4.1,m,23,250.2,,,us,usp000eckm,2014-11-07T01:28:33.921Z,"52 km NNE of Bejaïa, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-03-20T19:54:18.090Z,36.752,5.51,10,4.6,mb,47,174.3,,0.92,us,usp000ecjy,2014-11-07T01:28:33.849Z,"23 km WSW of Jijel, Algeria",earthquake,,,,2,reviewed,us,us
2006-03-20T19:44:25.190Z,36.623,5.328,10,5.2,mwc,283,33.7,,1.11,us,usp000ecjv,2022-05-02T15:27:23.339Z,"23 km NW of BABOR - VILLE, Algeria",earthquake,,,,,reviewed,us,hrv
2006-03-10T19:33:17.930Z,40.027,-1.252,7,4.4,mb,104,40.7,,,us,usp000ebwz,2014-11-07T01:28:30.583Z,"1 km ESE of Casas Altas, Spain",earthquake,,,,7,reviewed,mdd,us
2006-02-17T07:37:48.790Z,36.791,3.479,0,4.5,m,11,188.4,,,us,usp000ea79,2014-11-07T01:28:19.020Z,"2 km N of Boumerdas, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-02-14T16:24:22.530Z,36.956,3.38,0,4.2,m,13,275,,,us,usp000ea2d,2014-11-07T01:28:18.504Z,"19 km NNE of Aïn Taya, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-01-30T18:16:57.820Z,35.071,-4.003,0,4.5,m,49,119.3,,,us,usp000e959,2014-11-07T01:28:10.736Z,"15 km WSW of Bni Bouayach, Morocco",earthquake,,,,,reviewed,mdd,mdd
2006-01-30T07:58:13.010Z,35.124,-4.089,1.7,4.2,mb,67,108.4,,0.98,us,usp000e94p,2014-11-07T01:28:10.658Z,"17 km SW of Tirhanimîne, Morocco",earthquake,,14.2,,8,reviewed,us,us
2006-01-22T16:27:33.350Z,38.507,-6.558,10.5,4.1,mblg,92,26,,,us,usp000e8p2,2014-11-07T01:28:08.344Z,"0 km SE of Feria, Spain",earthquake,,,,,reviewed,mdd,mdd
2006-01-16T12:19:54.240Z,34.021,-5.029,0,4,m,37,151.4,,,us,usp000e8ap,2014-11-07T01:28:06.648Z,"2 km WSW of Fès, Morocco",earthquake,,,,,reviewed,mdd,mdd
2006-01-11T10:32:09.000Z,45.93,5.44,5,4.1,ml,102,22.8,,,us,usp000e81d,2014-11-07T01:28:05.737Z,"1 km S of Saint-Rambert-en-Bugey, France",earthquake,,,,,reviewed,str,ldg
2006-01-10T10:57:40.360Z,36.343,-7.497,2.5,4.5,ml,69,205.5,,,us,usp000e7z7,2014-11-07T01:28:05.522Z,"82 km SSE of Fuzeta, Portugal",earthquake,,,,,reviewed,mdd,ldg
2006-01-07T13:54:57.990Z,36.704,7.015,0,4,m,11,320.2,,,us,usp000e7sk,2014-11-07T01:28:04.608Z,"8 km WSW of Azzaba, Algeria",earthquake,,,,,reviewed,mdd,mdd
2006-01-03T17:58:42.180Z,36.833,4.224,2.6,4.4,ml,93,95.7,,1.09,us,usp000e7he,2014-11-07T01:28:03.419Z,"5 km NW of Timizart, Algeria",earthquake,,7.7,,,reviewed,us,csem
2005-12-29T05:01:02.000Z,38.8,-8.2,8,4,mb,92,78.4,,,us,usp000e74s,2014-11-07T01:27:57.963Z,"16 km N of Montemor-o-Novo, Portugal",earthquake,,,,2,reviewed,inmg,us
2005-12-29T04:25:44.000Z,38.8,-8.2,4,4.4,mb,82,78.4,,,us,usp000e74p,2022-07-14T12:59:24.374Z,"16 km N of Montemor-o-Novo, Portugal",earthquake,,,,1,reviewed,inmg,us
2005-12-18T22:15:59.430Z,36.313,6.288,10,4.1,m,24,266.2,,0.69,us,usp000e6d4,2014-11-07T01:27:54.831Z,"15 km S of Mila, Algeria",earthquake,,0,,,reviewed,us,mdd
2005-12-12T03:59:35.780Z,36.589,3.158,0,4.2,m,17,287.5,,,us,usp000e60h,2014-11-07T01:27:52.974Z,"2 km N of Larbaâ, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-11-23T20:31:17.960Z,33.716,-5.712,4,4.1,m,40,202.5,,,us,usp000e4sj,2014-11-07T01:27:42.766Z,"24 km SW of Meknès, Morocco",earthquake,,,,,reviewed,mdd,mdd
2005-11-23T08:36:38.230Z,36.572,4.318,10,4.1,ml,75,57.3,,1.05,us,usp000e4rq,2014-11-07T01:27:42.628Z,"1 km NE of ’Aïn el Hammam, Algeria",earthquake,,,,,reviewed,us,alg
2005-11-20T22:17:51.260Z,34.919,6.802,10,4.1,ml,47,109.1,,1.08,us,usp000e4ku,2014-11-07T01:27:41.713Z,"37 km NE of Zeribet el Oued, Algeria",earthquake,,0,,,reviewed,us,alg
2005-11-16T14:17:40.080Z,34.837,-4.318,0,4,m,23,287.8,,,us,usp000e4at,2014-11-07T01:27:39.987Z,"11 km S of Targuist, Morocco",earthquake,,,,,reviewed,mdd,mdd
2005-11-04T12:45:43.010Z,36.958,-12.906,10,4.4,m,15,201.5,,0.36,us,usp000e3g2,2014-11-07T01:27:35.829Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,,reviewed,us,mdd
2005-10-31T03:39:59.200Z,45.725,6.411,2,4.1,ml,122,27.6,,,us,usp000e36c,2014-11-07T01:27:30.655Z,"0 km ESE of Marthod, France",earthquake,,,,,reviewed,ldg,ldg
2005-10-28T20:55:39.310Z,36.585,2.124,24.5,4.2,m,34,232.2,,,us,usp000e319,2014-11-07T01:27:29.898Z,"27 km WNW of Hadjout, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-10-22T02:50:51.010Z,34.596,-4.977,0,4.2,mb,41,142.7,,,us,usp000e2gd,2014-11-07T01:27:27.627Z,"31 km WNW of Taounate, Morocco",earthquake,,,,2,reviewed,mdd,us
2005-10-09T21:11:22.000Z,35.964,6.478,0,4,m,20,308.6,,,us,usp000e1ez,2014-11-07T01:27:21.048Z,"20 km WNW of Aïn Kercha, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-09-08T11:27:17.400Z,46,6.9,7,4.6,mwc,354,11.3,,,us,usp000dz00,2022-07-14T14:56:03.154Z,"8 km NNE of Chamonix-Mont-Blanc, France",earthquake,,,,,reviewed,zur,hrv
2005-09-06T05:38:30.580Z,36.598,5.277,10,4.2,ml,41,92.8,,1.09,us,usp000dyv0,2014-11-07T01:27:00.924Z,"24 km SE of Bejaïa, Algeria",earthquake,,,,,reviewed,us,alg
2005-09-02T04:12:52.250Z,37.123,3.361,0,4.2,m,49,232.4,,,us,usp000dyk0,2014-11-07T01:26:58.796Z,"37 km N of Aïn Taya, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-08-29T19:49:02.620Z,36.827,-11.094,0,4.6,m,85,249.2,,,us,usp000dy9u,2014-11-07T01:26:54.356Z,"192 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-08-29T10:02:44.060Z,36.812,-10.978,0,4,m,10,295.5,,,us,usp000dy95,2014-11-07T01:26:54.183Z,"182 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-08-29T09:38:52.990Z,36.59,-11.251,10,4.7,mb,246,35,,1.14,us,usp000dy91,2014-11-07T01:26:54.126Z,"211 km WSW of Sagres, Portugal",earthquake,,,,53,reviewed,us,us
2005-08-17T05:30:51.480Z,35.382,0.313,10,4.3,m,27,258.9,,0.75,us,usp000dxgx,2014-11-07T01:26:49.818Z,"15 km E of Mascara, Algeria",earthquake,,,,,reviewed,us,mdd
2005-08-03T22:43:27.980Z,36.233,3.037,15,4.1,m,34,234,,0.74,us,usp000dwkw,2014-11-07T01:26:43.451Z,"15 km NE of Berrouaghia, Algeria",earthquake,,0,,,reviewed,us,mdd
2005-08-01T01:41:45.490Z,35.552,0.166,16.5,4.2,m,45,247.6,,,us,usp000dwe4,2014-11-07T01:26:40.399Z,"17 km N of Mascara, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-07-31T15:33:48.340Z,35.537,0.153,0,4,m,14,264.8,,,us,usp000dwcw,2014-11-07T01:26:37.738Z,"15 km N of Mascara, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-07-31T11:11:29.620Z,35.579,0.115,0,4.2,m,29,248.3,,,us,usp000dwc9,2014-11-07T01:26:37.662Z,"20 km N of Mascara, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-07-20T19:54:04.860Z,36.867,0.667,10,5,m,104,187.5,,0.92,us,usp000dvkd,2014-11-07T01:26:31.282Z,"68 km NW of Abou el Hassan, Algeria",earthquake,,,,,reviewed,us,mdd
2005-07-19T08:04:42.240Z,36.247,-11.402,5,4.3,mb,139,116.4,,1.1,us,usp000dvgb,2014-11-07T01:26:30.897Z,"235 km WSW of Sagres, Portugal",earthquake,,,,14,reviewed,us,us
2005-07-07T04:11:42.040Z,35.714,-0.717,0,4.3,m,41,243.9,,,us,usp000duph,2014-11-07T01:26:26.741Z,"1 km SSW of Mers el Kebir, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-07-05T08:21:48.990Z,36.958,3.788,10,4.5,m,23,263.4,,0.58,us,usp000dujv,2014-11-07T01:26:25.941Z,"12 km WNW of Dellys, Algeria",earthquake,,,,,reviewed,us,mdd
2005-07-02T12:58:07.920Z,35.758,-3.497,0,4.3,mb,173,90.3,,,us,usp000ducd,2014-11-07T01:26:23.009Z,"68 km NE of Al Hoceïma, Morocco",earthquake,,,,34,reviewed,mdd,us
2005-07-02T07:42:48.890Z,36.831,3.447,10,4.1,m,26,250.5,,0.88,us,usp000dubw,2014-11-07T01:26:22.858Z,"7 km NNW of Boumerdas, Algeria",earthquake,,,,,reviewed,us,mdd
2005-06-30T01:19:22.890Z,36.686,-1.565,5.1,4.6,mb,102,63.1,,,us,usp000du6q,2014-11-07T01:26:18.498Z,"45 km SE of Carboneras, Spain",earthquake,,,,4,reviewed,mdd,us
2005-06-22T19:41:37.040Z,46.971,-2.198,10,4.3,ml,87,93.1,,0.85,us,usp000dtpg,2014-11-07T01:26:16.342Z,"2 km E of La Guérinière, France",earthquake,,5.3,,,reviewed,us,str
2005-06-18T04:28:38.080Z,36.271,-10.403,0,4.5,m,4,327,,,us,usp000dtay,2014-11-07T01:26:14.827Z,"154 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-06-15T10:20:01.300Z,35.132,-8.531,10,4.5,m,35,274.4,,0.55,us,usp000dt3v,2014-11-07T01:26:13.244Z,"190 km NNW of Casablanca, Morocco",earthquake,,,,,reviewed,us,mdd
2005-06-15T04:07:49.310Z,36.727,-5.601,41.7,4.4,m,48,132,,,us,usp000dt2q,2014-11-07T01:26:13.108Z,"7 km SSW of Prado del Rey, Spain",earthquake,,,,,reviewed,mdd,mdd
2005-06-09T15:23:09.440Z,36.636,5.062,10,4,ml,18,110.2,,0.77,us,usp000dskg,2014-11-07T01:26:09.778Z,"11 km NE of Barbacha, Algeria",earthquake,,,,,reviewed,us,alg
2005-05-31T21:02:53.860Z,36.21,2.835,13.7,4,ml,68,131.6,,1.14,us,usp000drza,2014-11-07T01:26:00.690Z,"9 km SE of Médéa, Algeria",earthquake,,6.5,,,reviewed,us,alg
2005-05-27T15:13:17.450Z,36.875,-8.567,34.1,4.3,m,50,248.5,,,us,usp000drpb,2014-11-07T01:25:58.656Z,"26 km SSW of Carvoeiro, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-05-26T22:19:42.190Z,34.721,-5.897,17.5,4,mb,83,158.3,,,us,usp000drmw,2014-11-07T01:25:58.452Z,"10 km ENE of Souq Larb’a al Gharb, Morocco",earthquake,,,,3,reviewed,mdd,us
2005-05-26T11:00:02.480Z,36.167,-11.799,10,4.3,mb,105,165.6,,0.88,us,usp000drm1,2014-11-07T01:25:58.350Z,"272 km WSW of Sagres, Portugal",earthquake,,,,4,reviewed,us,us
2005-05-23T21:27:55.470Z,36.489,-7.684,25,4.3,m,34,261.1,,,us,usp000drf6,2014-11-07T01:25:57.725Z,"Strait of Gibraltar",earthquake,,,,,reviewed,mdd,mdd
2005-05-21T04:09:50.540Z,35.379,-1.181,19,4.4,m,57,181.5,,,us,usp000dr8y,2014-11-07T01:25:56.542Z,"8 km W of El Malah, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-05-14T01:47:11.210Z,36.195,1.661,0,4,m,27,110.9,,,us,usp000dqrg,2014-11-07T01:25:53.110Z,"3 km SSW of El Attaf, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-05-12T01:38:05.600Z,47.3,7.7,25,4.2,mb,201,15.7,,,us,usp000dqjp,2022-07-14T16:13:36.595Z,"1 km NW of Oensingen, Switzerland",earthquake,,,,1,reviewed,zur,us
2005-05-10T05:27:16.100Z,36.767,-10.566,6.6,4,m,11,283.7,,,us,usp000dqc2,2014-11-07T01:25:50.896Z,"147 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-05-07T20:59:28.900Z,36.714,-9.737,18.7,4,m,26,274.5,,,us,usp000dq5j,2014-11-07T01:25:50.072Z,"77 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-04-24T21:18:49.920Z,36.769,3.396,10,4.1,m,104,214.9,,1.1,us,usp000dp57,2014-11-07T01:25:40.708Z,"4 km NNW of Boudouaou, Algeria",earthquake,,,,,reviewed,us,mdd
2005-04-21T13:28:59.410Z,36.857,-11.019,9.7,4.1,m,10,295.1,,,us,usp000dnx4,2014-11-07T01:25:39.091Z,"185 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-04-18T06:42:50.700Z,45.93,-1.31,10,5.2,mb,116,54.1,,,us,usp000dnnm,2020-09-18T20:32:16.475Z,"1 km SSW of Saint-Pierre-d'Oléron, France",earthquake,,,,2,reviewed,csem,us
2005-04-13T05:27:19.880Z,38.985,-11.264,10,4.1,m,24,258,,0.63,us,usp000dn7r,2014-11-07T01:25:34.638Z,"158 km W of Fontanelas, Portugal",earthquake,,,,,reviewed,us,mdd
2005-04-04T17:07:55.000Z,45.92,-1.43,10,4.2,ml,90,86,,,us,usp000dm80,2014-11-07T01:25:29.225Z,"9 km WSW of Saint-Pierre-d'Oléron, France",earthquake,,,,,reviewed,str,str
2005-03-29T20:37:49.760Z,36.716,3.149,0,4,m,11,267.9,,,us,usp000dkjv,2014-11-07T01:25:21.503Z,"3 km WSW of Bab Ezzouar, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-03-24T00:40:19.090Z,34.931,-2.99,2.6,4.1,m,30,264.8,,,us,usp000djxd,2014-11-07T01:25:18.312Z,"9 km SSE of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2005-03-23T01:03:03.910Z,36.361,-5.905,43.9,4.1,m,43,193.9,,,us,usp000djux,2014-11-07T01:25:17.988Z,"8 km WNW of Benalup-Casas Viejas, Spain",earthquake,,,,,reviewed,mdd,mdd
2005-03-22T16:14:28.330Z,34.903,-2.96,0,4.2,m,41,259.8,,,us,usp000djts,2014-11-07T01:25:17.803Z,"12 km SSE of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2005-03-22T09:03:13.000Z,34.929,-2.978,3.5,4.1,mb,63,141.5,,,us,usp000djt0,2014-11-07T01:25:17.720Z,"9 km SSE of Al Aaroui, Morocco",earthquake,,,,3,reviewed,mdd,us
2005-03-22T08:46:15.290Z,34.319,-4.112,19,4.3,mb,36,273,,,us,usp000djsx,2014-11-07T01:25:17.710Z,"15 km NW of Taza, Morocco",earthquake,,,,1,reviewed,mdd,us
2005-03-19T17:11:27.780Z,36.7,5.21,6.6,4,m,27,233.5,,,us,usp000djju,2014-11-07T01:25:16.553Z,"12 km ESE of Bejaïa, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-03-15T17:19:16.730Z,37.109,-10.923,0,4,m,17,286.9,,,us,usp000dj9a,2014-11-07T01:25:14.710Z,"176 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-03-14T00:13:23.000Z,36.618,-11.074,0,4.1,m,28,292.6,,,us,usp000dj5a,2014-11-07T01:25:14.112Z,"195 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-03-09T18:23:42.500Z,35.22,5.615,10,4.6,mb,189,58,,1.3,us,usp000dhw0,2014-11-07T01:25:12.883Z,"29 km SE of Barika, Algeria",earthquake,,,,36,reviewed,us,us
2005-03-07T03:37:57.750Z,36.453,-10.815,0,4.6,m,10,298.2,,,us,usp000dhqb,2014-11-07T01:25:12.097Z,"Azores-Cape St. Vincent Ridge",earthquake,,,,,reviewed,mdd,mdd
2005-03-06T07:00:13.320Z,36.863,-9.614,0,4,m,12,275.6,,,us,usp000dhn6,2014-11-07T01:25:11.656Z,"61 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-03-03T18:04:59.110Z,36.875,-11.083,0,4.7,m,49,280.6,,,us,usp000dhey,2014-11-07T01:25:10.474Z,"191 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-02-23T21:23:35.460Z,36.208,-7.717,35.8,4.1,m,34,248.5,,,us,usp000dgud,2014-11-07T01:25:03.070Z,"91 km S of Olhão, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-02-23T05:11:28.950Z,36.581,-11.401,10,4.1,m,15,299.9,,0.23,us,usp000dgsr,2014-11-07T01:25:02.855Z,"224 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,us,mdd
2005-02-18T04:50:27.420Z,34.986,-3,4.4,4.3,m,49,258.4,,,us,usp000dgdq,2014-11-07T01:25:00.894Z,"2 km SSE of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2005-02-13T00:23:30.020Z,36.847,-11.38,40.2,4.4,m,23,285,,,us,usp000dg0m,2014-11-07T01:24:59.066Z,"217 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-02-03T16:08:37.140Z,36.683,-11.212,19.1,4.6,mb,14,291.5,,,us,usp000dff3,2014-11-07T01:24:55.398Z,"205 km W of Sagres, Portugal",earthquake,,,,1,reviewed,mdd,us
2005-02-03T11:40:32.650Z,37.825,-1.837,8.4,4.3,mb,92,89.7,,0.84,us,usp000dfeq,2014-11-07T01:24:55.237Z,"20 km NW of Lorca, Spain",earthquake,,4.5,,5,reviewed,us,us
2005-02-01T05:28:31.200Z,43.345,-12.924,0,4.5,m,37,267.5,,,us,usp000dfax,2014-11-07T01:24:52.547Z,"North Atlantic Ocean",earthquake,,,,,reviewed,mdd,mdd
2005-01-29T07:41:31.000Z,37.91,-1.82,5,4.4,mb,128,41.7,,0.95,us,usp000df32,2021-10-20T18:08:31.477Z,"19 km SW of Bullas, Spain",earthquake,,0,,8,reviewed,us,us
2005-01-28T09:40:42.840Z,37.253,4.059,0,4.1,m,5,319.9,,,us,usp000dewp,2014-11-07T01:24:48.130Z,"39 km NNE of Dellys, Algeria",earthquake,,,,,reviewed,mdd,mdd
2005-01-20T05:51:33.780Z,39.753,6.998,10,4.3,ml,87,158.9,,0.83,us,usp000ddup,2014-11-07T01:24:42.133Z,"126 km WNW of Buggerru, Italy",earthquake,,,,,reviewed,us,str
2005-01-16T22:42:32.860Z,36.711,-11.758,0,4.2,m,25,291.8,,,us,usp000ddh3,2014-11-07T01:24:40.059Z,"253 km W of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-01-16T00:43:38.990Z,36.142,-10.161,0,4.2,m,32,284.4,,,us,usp000dddz,2014-11-07T01:24:39.689Z,"145 km SW of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-01-12T09:54:26.020Z,34.854,-2.947,0,4.1,m,17,273,,,us,usp000dd5c,2014-11-07T01:24:37.850Z,"18 km SSE of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2005-01-04T07:26:24.730Z,36.682,-9.749,14.7,4,m,21,275,,,us,usp000dchd,2014-11-07T01:24:33.779Z,"80 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,mdd,mdd
2005-01-04T00:50:51.900Z,35.895,-4.864,36.1,4,md,62,236.5,,,us,usp000dcgt,2014-11-07T01:24:33.691Z,"41 km E of Ceuta, Spain",earthquake,,,,,reviewed,mdd,ldg
2005-01-03T11:34:16.100Z,36.678,-7.555,60,4.7,m,74,212.6,,,us,usp000dcft,2014-11-07T01:24:32.702Z,"45 km SSE of Fuzeta, Portugal",earthquake,,,,,reviewed,mdd,mdd
2004-12-29T06:54:06.150Z,37.255,-9.42,0,4.1,m,19,267.2,,,us,usp000dc3x,2014-11-07T01:24:26.934Z,"49 km WNW of Vila do Bispo, Portugal",earthquake,,,,,reviewed,mdd,mdd
2004-12-29T05:33:54.160Z,35,-3.08,0,4.4,m,43,258.9,,,us,usp000dc3n,2014-11-07T01:24:26.834Z,"6 km W of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-15T00:38:07.710Z,36.711,4.211,10,4.4,m,51,243.1,,0.63,us,usp000dar0,2014-11-07T01:24:17.448Z,"4 km NNE of Tizi Rached, Algeria",earthquake,,,,,reviewed,us,mdd
2004-12-13T22:10:15.700Z,36.691,3.178,0,4.4,m,29,248.7,,,us,usp000dan2,2014-11-07T01:24:16.521Z,"3 km S of Bab Ezzouar, Algeria",earthquake,,,,,reviewed,mdd,mdd
2004-12-13T14:16:08.590Z,36.255,-10.001,10,5,mwc,393,32.4,,1.09,us,usp000dam9,2022-07-14T19:16:06.335Z,"126 km SW of Sagres, Portugal",earthquake,,,,,reviewed,us,hrv
2004-12-12T09:07:18.260Z,34.887,-3.018,10,4,m,31,262.6,,0.96,us,usp000dahd,2014-11-07T01:24:16.016Z,"13 km S of Al Aaroui, Morocco",earthquake,,,,,reviewed,us,mdd
2004-12-09T07:46:02.180Z,34.968,-3.077,1.8,4.3,mb,81,220.2,,,us,usp000dabu,2014-11-07T01:24:15.279Z,"7 km SW of Al Aaroui, Morocco",earthquake,,,,8,reviewed,mdd,us
2004-12-08T14:02:39.640Z,36.287,-10.625,10,4.1,m,15,285.4,,0.58,us,usp000daaq,2014-11-07T01:24:15.115Z,"170 km WSW of Sagres, Portugal",earthquake,,,,,reviewed,us,mdd
2004-12-05T08:30:59.590Z,36.865,3.421,10,4.5,mb,174,73.7,,1.02,us,usp000da30,2020-09-18T20:14:23.862Z,"12 km NNW of Boumerdas, Algeria",earthquake,,,,10,reviewed,us,us
2004-12-05T03:20:39.370Z,34.932,-3.042,10,4.3,m,31,271.7,,1.07,us,usp000da25,2014-11-07T01:24:13.846Z,"9 km SSW of Al Aaroui, Morocco",earthquake,,,,,reviewed,us,mdd
2004-12-04T15:42:09.490Z,34.959,-3.007,0,4.6,m,35,262.9,,,us,usp000da0d,2014-11-07T01:24:13.486Z,"5 km S of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-04T15:04:30.310Z,35.002,-3.104,0,4.3,m,23,279.5,,,us,usp000da08,2014-11-07T01:24:13.470Z,"8 km W of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-04T13:16:28.680Z,34.925,-2.969,0,4.3,m,28,271.6,,,us,usp000d9zx,2014-11-07T01:24:13.389Z,"10 km SSE of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-04T12:09:35.450Z,34.972,-3.053,0,4,m,15,284.1,,,us,usp000d9zg,2014-11-07T01:24:13.341Z,"5 km SW of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-04T10:30:00.520Z,35.036,-3.145,10,5.1,mwc,320,44.5,,1.06,us,usp000d9yv,2022-05-02T17:35:52.930Z,"12 km WNW of Al Aaroui, Morocco",earthquake,,,,,reviewed,us,hrv
2004-12-03T10:14:35.330Z,34.934,-3.022,0,4.4,m,29,271.5,,,us,usp000d9wu,2014-11-07T01:24:12.800Z,"8 km S of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-03T07:33:02.590Z,34.977,-3.048,0.3,4,m,19,270.7,,,us,usp000d9wh,2014-11-07T01:24:12.711Z,"5 km SW of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-02T18:21:36.420Z,34.961,-2.986,5.7,4.1,m,23,270.9,,,us,usp000d9uc,2014-11-07T01:24:12.244Z,"5 km SSE of Al Aaroui, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-12-02T17:50:45.030Z,35.028,-3.033,13.5,4.9,mwc,212,69,,1.12,us,usp000d9u6,2016-11-10T00:53:55.492Z,"2 km NW of Al Aaroui, Morocco",earthquake,,11,,,reviewed,us,hrv
2004-12-01T17:42:24.790Z,36.848,3.448,10,4.5,mb,120,151.7,,0.88,us,usp000d9r7,2020-09-18T20:13:38.711Z,"9 km NNW of Boumerdas, Algeria",earthquake,,,,5,reviewed,us,us
2004-11-27T09:23:51.310Z,36.23,3.09,10,4.4,m,36,245.5,,1.22,us,usp000d9d1,2014-11-07T01:24:06.231Z,"19 km ENE of Berrouaghia, Algeria",earthquake,,,,,reviewed,us,mdd
2004-11-27T08:33:38.700Z,39.201,-12.701,10,4.6,m,31,282.4,,0.87,us,usp000d9cv,2014-11-07T01:24:06.208Z,"285 km W of Fontanelas, Portugal",earthquake,,,,,reviewed,us,mdd
2004-11-26T02:40:04.140Z,35.002,-4.585,33.1,4.2,m,35,260.4,,,us,usp000d977,2014-11-07T01:24:05.327Z,"25 km WNW of Targuist, Morocco",earthquake,,,,,reviewed,mdd,mdd
2004-11-24T05:16:00.300Z,34.9,-5.767,19,4,m,22,282.2,,,us,usp000d92y,2014-11-07T01:24:04.672Z,"16 km SE of Ksar El Kebir, Morocco",earthquake,,,,,reviewed,inmg,mdd
